,UF,Município,"Cód IBGE","Cód Região de Saúde","Nome da Região de Saúde"
1395,MG,Aricanduva,310445,31027,"Turmalina/Minas Novas/Capelinha"
1396,MG,Arinos,310450,31058,Unaí
1397,MG,"Astolfo Dutra",310460,31044,"Leopoldina / Cataguases"
1398,MG,Ataléia,310470,31099,"Teófilo Otoni / Malacacheta"
1399,MG,"Augusto de Lima",310480,31019,Curvelo
1400,MG,Baependi,310490,31008,"São Lourenço"
1401,MG,Baldim,310500,31024,"Sete Lagoas"
1402,MG,Bambuí,310510,31030,Formiga
1403,MG,Bandeira,310520,31094,Almenara/Jacinto
1404,MG,"Bandeira do Sul",310530,31001,"Alfenas / Machado"
1405,MG,"Barão de Cocais",310540,31021,Itabira
1406,MG,"Barão de Monte Alto",310550,31045,Muriaé
1407,MG,Barbacena,310560,31013,Barbacena
1408,MG,"Barra Longa",310570,31060,"Ponte Nova"
1409,MG,Barroso,310590,31015,"São João Del Rei"
1410,MG,"Bela Vista de Minas",310600,31023,"João Monlevade"
1411,MG,"Belmiro Braga",310610,31097,"Juiz de Fora"
1412,MG,"Belo Horizonte",310620,31016,"Belo Horizonte/ Nova Lima/ Caeté"
1413,MG,"Belo Oriente",310630,31037,Ipatinga
1414,MG,"Belo Vale",310640,31016,"Belo Horizonte/ Nova Lima/ Caeté"
1415,MG,Berilo,310650,31064,Araçuaí
1416,MG,Berizal,310665,31085,Taiobeiras
1417,MG,Bertópolis,310660,31062,"Águas Formosas"
1418,MG,Betim,310670,31017,Betim
1419,MG,"Bias Fortes",310680,31090,"Lima Duarte"
1420,MG,Bicas,310690,31047,"São João Nepomuceno / bicas"
1421,MG,Biquinhas,310700,31024,"Sete Lagoas"
1422,MG,"Boa Esperança",310710,31011,"Três Pontas"
1423,MG,"Bocaina de Minas",310720,31090,"Lima Duarte"
1424,MG,Bocaiúva,310730,31083,Bocaiúva
1425,MG,"Bom Despacho",310740,31028,"Bom Despacho"
1426,MG,"Bom Jardim de Minas",310750,31090,"Lima Duarte"
1427,MG,"Bom Jesus da Penha",310760,31092,Passos
1428,MG,"Bom Jesus do Amparo",310770,31021,Itabira
1429,MG,"Bom Jesus do Galho",310780,31034,Caratinga
1430,MG,"Bom Repouso",310790,31007,"Pouso Alegre"
1431,MG,"Bom Sucesso",310800,31015,"São João Del Rei"
1432,MG,Bonfim,310810,31017,Betim
1433,MG,"Bonfinópolis de Minas",310820,31058,Unaí
1434,MG,"Bonito de Minas",310825,31053,Januária
1435,MG,"Borda da Mata",310830,31007,"Pouso Alegre"
1436,MG,Botelhos,310840,31001,"Alfenas / Machado"
1437,MG,Botumirim,310850,31051,"Francisco Sá"
1438,MG,"Brasilândia de Minas",310855,31077,"João Pinheiro"
1439,MG,"Brasília de Minas",310860,31049,"Brasília de Minas/São Francisco"
1440,MG,"Brás Pires",310870,31048,Ubá
1441,MG,Braúnas,310880,31037,Ipatinga
1442,MG,Brazópolis,310890,31003,Itajubá
1443,MG,Brumadinho,310900,31017,Betim
1444,MG,"Bueno Brandão",310910,31007,"Pouso Alegre"
1445,MG,Buenópolis,310920,31019,Curvelo
1446,MG,Bugre,310925,31037,Ipatinga
1447,MG,Buritis,310930,31058,Unaí
1448,MG,Buritizeiro,310940,31055,Pirapora
1449,MG,"Cabeceira Grande",310945,31058,Unaí
1450,MG,"Cabo Verde",310950,31002,Guaxupé
1451,MG,"Cachoeira da Prata",310960,31024,"Sete Lagoas"
1452,MG,"Cachoeira de Minas",310970,31007,"Pouso Alegre"
1453,MG,"Cachoeira de Pajeú",310270,31068,"Pedra azul"
1454,MG,"Cachoeira Dourada",310980,31073,Ituiutaba
1455,MG,Caetanópolis,310990,31024,"Sete Lagoas"
1456,MG,Caeté,311000,31016,"Belo Horizonte/ Nova Lima/ Caeté"
1457,MG,Caiana,311010,31042,Carangola
1458,MG,Cajuri,311020,31061,Viçosa
1459,MG,Caldas,311030,31006,"Poços de Caldas"
1460,MG,Camacho,311040,31089,"Campo Belo"
1461,MG,Camanducaia,311050,31007,"Pouso Alegre"
1462,MG,Cambuí,311060,31007,"Pouso Alegre"
1463,MG,Cambuquira,311070,31010,"Três Corações"
1464,MG,Campanário,311080,31096,Itambacuri
1465,MG,Campanha,311090,31010,"Três Corações"
1466,MG,Campestre,311100,31001,"Alfenas / Machado"
1467,MG,"Campina Verde",311110,31073,Ituiutaba
1468,MG,"Campo Azul",311115,31049,"Brasília de Minas/São Francisco"
1469,MG,"Campo Belo",311120,31089,"Campo Belo"
1470,MG,"Campo do Meio",311130,31001,"Alfenas / Machado"
1471,MG,"Campo Florido",311140,31072,Uberaba
1472,MG,"Campos Altos",311150,31070,Araxá
1473,MG,"Campos Gerais",311160,31001,"Alfenas / Machado"
1474,MG,Canaã,311170,31061,Viçosa
1475,MG,Canápolis,311180,31073,Ituiutaba
1476,MG,"Cana Verde",311190,31089,"Campo Belo"
1477,MG,Candeias,311200,31089,"Campo Belo"
1478,MG,Cantagalo,311205,31080,"Peçanha/São João Evangelista"
1479,MG,Caparaó,311210,31042,Carangola
1480,MG,"Capela Nova",311220,31013,Barbacena
1481,MG,Capelinha,311230,31027,"Turmalina/Minas Novas/Capelinha"
1482,MG,Capetinga,311240,31091,Cassia
1483,MG,"Capim Branco",311250,31024,"Sete Lagoas"
1484,MG,Capinópolis,311260,31073,Ituiutaba
1485,MG,"Capitão Andrade",311265,31036,"Governador Valadares"
1486,MG,"Capitão Enéas",311270,31051,"Francisco Sá"
1487,MG,Capitólio,311280,31093,Piumhi
1488,MG,Caputira,311290,31059,Manhuaçu
1489,MG,Caraí,311300,31067,"Padre Paraíso"
1490,MG,Caranaíba,311310,31079,"Conselheiro Lafaiete"
1491,MG,Carandaí,311320,31013,Barbacena
1492,MG,Carangola,311330,31042,Carangola
1493,MG,Caratinga,311340,31034,Caratinga
1494,MG,Carbonita,311350,31026,Diamantina
1495,MG,Careaçu,311360,31007,"Pouso Alegre"
1496,MG,"Carlos Chagas",311370,31066,Nanuque
1497,MG,Carmésia,311380,31020,Guanhães
1498,MG,"Carmo da Cachoeira",311390,31010,"Três Corações"
1499,MG,"Carmo da Mata",311400,31088,"Oliveira/Santo Antônio do Amparo"
1500,MG,"Carmo de Minas",311410,31008,"São Lourenço"
1501,MG,"Carmo do Cajuru",311420,31086,Divinópolis
1502,MG,"Carmo do Paranaíba",311430,31082,"São Gotardo"
1503,MG,"Carmo do Rio Claro",311440,31092,Passos
1504,MG,"Carmópolis de Minas",311450,31088,"Oliveira/Santo Antônio do Amparo"
1505,MG,Carneirinho,311455,31071,"Frutal / Iturama"
1506,MG,Carrancas,311460,31004,Lavras
1507,MG,Carvalhópolis,311470,31001,"Alfenas / Machado"
1508,MG,Carvalhos,311480,31008,"São Lourenço"
1509,MG,"Casa Grande",311490,31079,"Conselheiro Lafaiete"
1510,MG,"Cascalho Rico",311500,31075,"Uberlândia / Araguari"
1511,MG,Cássia,311510,31091,Cassia
1512,MG,Cataguases,311530,31044,"Leopoldina / Cataguases"
1513,MG,"Catas Altas",311535,31021,Itabira
1514,MG,"Catas Altas da Noruega",311540,31079,"Conselheiro Lafaiete"
1515,MG,Catuji,311545,31067,"Padre Paraíso"
1516,MG,Catuti,311547,31052,"Janaúba/Monte Azul"
1517,MG,Caxambu,311550,31008,"São Lourenço"
1518,MG,"Cedro do Abaeté",311560,31024,"Sete Lagoas"
1519,MG,"Central de Minas",311570,31038,Mantena
1520,MG,Centralina,311580,31073,Ituiutaba
1521,MG,Chácara,311590,31097,"Juiz de Fora"
1522,MG,Chalé,311600,31059,Manhuaçu
1523,MG,"Chapada do Norte",311610,31027,"Turmalina/Minas Novas/Capelinha"
1524,MG,"Chapada Gaúcha",311615,31058,Unaí
1525,MG,Chiador,311620,31097,"Juiz de Fora"
1526,MG,Cipotânea,311630,31013,Barbacena
1527,MG,Claraval,311640,31091,Cassia
1528,MG,"Claro dos Poções",311650,31084,"Montes Claros"
1529,MG,Cláudio,311660,31086,Divinópolis
1530,MG,Coimbra,311670,31048,Ubá
1531,MG,Coluna,311680,31026,Diamantina
1532,MG,"Comendador Gomes",311690,31071,"Frutal / Iturama"
1533,MG,Comercinho,311700,31065,Itaobim
1534,MG,"Conceição da Aparecida",311710,31001,"Alfenas / Machado"
1535,MG,"Conceição da Barra de Minas",311520,31015,"São João Del Rei"
1536,MG,"Conceição das Alagoas",311730,31072,Uberaba
1537,MG,"Conceição das Pedras",311720,31003,Itajubá
1538,MG,"Conceição de Ipanema",311740,31059,Manhuaçu
1539,MG,"Conceição do Mato Dentro",311750,31095,Serro
1540,MG,"Conceição do Pará",311760,31032,"Pará de Minas"
1541,MG,"Conceição do Rio Verde",311770,31008,"São Lourenço"
1542,MG,"Conceição dos Ouros",311780,31007,"Pouso Alegre"
1543,MG,"Cônego Marinho",311783,31053,Januária
1544,MG,Confins,311787,31025,Vespasiano
1545,MG,Congonhal,311790,31007,"Pouso Alegre"
1546,MG,Congonhas,311800,31078,Congonhas
1547,MG,"Congonhas do Norte",311810,31026,Diamantina
1548,MG,Conquista,311820,31072,Uberaba
1549,MG,"Conselheiro Lafaiete",311830,31079,"Conselheiro Lafaiete"
1550,MG,"Conselheiro Pena",311840,31040,Resplendor
1551,MG,Consolação,311850,31003,Itajubá
1552,MG,Contagem,311860,31018,Contagem
1553,MG,Coqueiral,311870,31011,"Três Pontas"
1554,MG,"Coração de Jesus",311880,31050,"Coração de Jesus"
1555,MG,Cordisburgo,311890,31024,"Sete Lagoas"
1556,MG,Cordislândia,311900,31012,Varginha
1557,MG,Corinto,311910,31019,Curvelo
1558,MG,Coroaci,311920,31036,"Governador Valadares"
1559,MG,Coromandel,311930,31074,"Patrocínio / Monte Carmelo"
1560,MG,"Coronel Fabriciano",311940,31035,"Coronel Fabriciano/Timóteo"
1561,MG,"Coronel Murta",311950,31064,Araçuaí
1562,MG,"Coronel Pacheco",311960,31097,"Juiz de Fora"
1563,MG,"Coronel Xavier Chaves",311970,31015,"São João Del Rei"
1564,MG,"Córrego Danta",311980,31030,Formiga
1565,MG,"Córrego do Bom Jesus",311990,31007,"Pouso Alegre"
1566,MG,"Córrego Fundo",311995,31030,Formiga
1567,MG,"Córrego Novo",312000,31035,"Coronel Fabriciano/Timóteo"
1568,MG,"Couto de Magalhães de Minas",312010,31026,Diamantina
1569,MG,Crisólita,312015,31062,"Águas Formosas"
1570,MG,Cristais,312020,31089,"Campo Belo"
1571,MG,Cristália,312030,31051,"Francisco Sá"
1572,MG,"Cristiano Otoni",312040,31079,"Conselheiro Lafaiete"
1573,MG,Cristina,312050,31008,"São Lourenço"
1574,MG,Crucilândia,312060,31017,Betim
1575,MG,"Cruzeiro da Fortaleza",312070,31057,"Patos de Minas"
1576,MG,Cruzília,312080,31008,"São Lourenço"
1577,MG,Cuparaque,312083,31040,Resplendor
1578,MG,"Curral de Dentro",312087,31085,Taiobeiras
1579,MG,Curvelo,312090,31019,Curvelo
1580,MG,Datas,312100,31026,Diamantina
1581,MG,"Delfim Moreira",312110,31003,Itajubá
1582,MG,Delfinópolis,312120,31091,Cassia
1583,MG,Delta,312125,31072,Uberaba
1584,MG,Descoberto,312130,31047,"São João Nepomuceno / bicas"
1585,MG,"Desterro de Entre Rios",312140,31078,Congonhas
1586,MG,"Desterro do Melo",312150,31013,Barbacena
1587,MG,Diamantina,312160,31026,Diamantina
1588,MG,"Diogo de Vasconcelos",312170,31060,"Ponte Nova"
1589,MG,Dionísio,312180,31035,"Coronel Fabriciano/Timóteo"
1590,MG,Divinésia,312190,31048,Ubá
1591,MG,Divino,312200,31042,Carangola
1592,MG,"Divino das Laranjeiras",312210,31038,Mantena
1593,MG,"Divinolândia de Minas",312220,31036,"Governador Valadares"
1594,MG,Divinópolis,312230,31086,Divinópolis
1595,MG,"Divisa Alegre",312235,31068,"Pedra azul"
1596,MG,"Divisa Nova",312240,31001,"Alfenas / Machado"
1597,MG,Divisópolis,312245,31068,"Pedra azul"
1598,MG,"Dom Bosco",312247,31058,Unaí
1599,MG,"Dom Cavati",312250,31037,Ipatinga
1600,MG,"Dom Joaquim",312260,31020,Guanhães
1601,MG,"Dom Silvério",312270,31060,"Ponte Nova"
1602,MG,"Dom Viçoso",312280,31008,"São Lourenço"
1603,MG,"Dona Eusébia",312290,31044,"Leopoldina / Cataguases"
1604,MG,"Dores de Campos",312300,31015,"São João Del Rei"
1605,MG,"Dores de Guanhães",312310,31020,Guanhães
1606,MG,"Dores do Indaiá",312320,31028,"Bom Despacho"
1607,MG,"Dores do Turvo",312330,31048,Ubá
1608,MG,Doresópolis,312340,31093,Piumhi
1609,MG,Douradoquara,312350,31074,"Patrocínio / Monte Carmelo"
1610,MG,Durandé,312352,31059,Manhuaçu
1611,MG,"Elói Mendes",312360,31012,Varginha
1612,MG,"Engenheiro Caldas",312370,31036,"Governador Valadares"
1613,MG,"Engenheiro Navarro",312380,31083,Bocaiúva
1614,MG,"Entre Folhas",312385,31034,Caratinga
1615,MG,"Entre Rios de Minas",312390,31078,Congonhas
1616,MG,Ervália,312400,31048,Ubá
1617,MG,Esmeraldas,312410,31017,Betim
1618,MG,"Espera Feliz",312420,31042,Carangola
1619,MG,Espinosa,312430,31052,"Janaúba/Monte Azul"
1620,MG,"Espírito Santo do Dourado",312440,31007,"Pouso Alegre"
1621,MG,Estiva,312450,31007,"Pouso Alegre"
1622,MG,"Estrela Dalva",312460,31041,"Além  Paraíba"
1623,MG,"Estrela do Indaiá",312470,31028,"Bom Despacho"
1624,MG,"Estrela do Sul",312480,31074,"Patrocínio / Monte Carmelo"
1625,MG,Eugenópolis,312490,31045,Muriaé
1626,MG,"Ewbank da Câmara",312500,31097,"Juiz de Fora"
1627,MG,Extrema,312510,31007,"Pouso Alegre"
1628,MG,Fama,312520,31001,"Alfenas / Machado"
1629,MG,"Faria Lemos",312530,31042,Carangola
1630,MG,"Felício dos Santos",312540,31026,Diamantina
1631,MG,Felisburgo,312560,31094,Almenara/Jacinto
1632,MG,Felixlândia,312570,31019,Curvelo
1633,MG,"Fernandes Tourinho",312580,31036,"Governador Valadares"
1634,MG,Ferros,312590,31021,Itabira
1635,MG,Fervedouro,312595,31042,Carangola
1636,MG,Florestal,312600,31017,Betim
1637,MG,Formiga,312610,31030,Formiga
1638,MG,Formoso,312620,31058,Unaí
1639,MG,"Fortaleza de Minas",312630,31092,Passos
1640,MG,"Fortuna de Minas",312640,31024,"Sete Lagoas"
1641,MG,"Francisco Badaró",312650,31064,Araçuaí
1642,MG,"Francisco Dumont",312660,31083,Bocaiúva
1643,MG,Franciscópolis,312675,31099,"Teófilo Otoni / Malacacheta"
1644,MG,"Francisco Sá",312670,31051,"Francisco Sá"
1645,MG,"Frei Gaspar",312680,31096,Itambacuri
1646,MG,"Frei Inocêncio",312690,31036,"Governador Valadares"
1647,MG,"Frei Lagonegro",312695,31080,"Peçanha/São João Evangelista"
1648,MG,Fronteira,312700,31071,"Frutal / Iturama"
1649,MG,"Fronteira dos Vales",312705,31062,"Águas Formosas"
1650,MG,"Fruta de Leite",312707,31098,salinas
1651,MG,Frutal,312710,31071,"Frutal / Iturama"
1652,MG,Funilândia,312720,31024,"Sete Lagoas"
1653,MG,Galiléia,312730,31036,"Governador Valadares"
1654,MG,Gameleiras,312733,31052,"Janaúba/Monte Azul"
1655,MG,Glaucilândia,312735,31084,"Montes Claros"
1656,MG,Goiabeira,312737,31040,Resplendor
1657,MG,Goianá,312738,31097,"Juiz de Fora"
1658,MG,Gonçalves,312740,31003,Itajubá
1659,MG,Gonzaga,312750,31036,"Governador Valadares"
1660,MG,Gouveia,312760,31026,Diamantina
1661,MG,"Governador Valadares",312770,31036,"Governador Valadares"
1662,MG,"Grão Mogol",312780,31051,"Francisco Sá"
1663,MG,Grupiara,312790,31074,"Patrocínio / Monte Carmelo"
1664,MG,Guanhães,312800,31020,Guanhães
1665,MG,Guapé,312810,31093,Piumhi
1666,MG,Guaraciaba,312820,31060,"Ponte Nova"
1667,MG,Guaraciama,312825,31083,Bocaiúva
1668,MG,Guaranésia,312830,31002,Guaxupé
1669,MG,Guarani,312840,31048,Ubá
1670,MG,Guarará,312850,31047,"São João Nepomuceno / bicas"
1671,MG,Guarda-Mor,312860,31057,"Patos de Minas"
1672,MG,Guaxupé,312870,31002,Guaxupé
1673,MG,Guidoval,312880,31048,Ubá
1674,MG,Guimarânia,312890,31057,"Patos de Minas"
1675,MG,Guiricema,312900,31048,Ubá
1676,MG,Gurinhatã,312910,31073,Ituiutaba
1677,MG,Heliodora,312920,31007,"Pouso Alegre"
1678,MG,Iapu,312930,31037,Ipatinga
1679,MG,Ibertioga,312940,31013,Barbacena
1680,MG,Ibiá,312950,31070,Araxá
1681,MG,Ibiaí,312960,31055,Pirapora
1682,MG,Ibiracatu,312965,31049,"Brasília de Minas/São Francisco"
1683,MG,Ibiraci,312970,31091,Cassia
1684,MG,Ibirité,312980,31018,Contagem
1685,MG,"Ibitiúra de Minas",312990,31006,"Poços de Caldas"
1686,MG,Ibituruna,313000,31015,"São João Del Rei"
1687,MG,"Icaraí de Minas",313005,31049,"Brasília de Minas/São Francisco"
1688,MG,Igarapé,313010,31017,Betim
1689,MG,Igaratinga,313020,31032,"Pará de Minas"
1690,MG,Iguatama,313030,31030,Formiga
1691,MG,Ijaci,313040,31004,Lavras
1692,MG,Ilicínea,313050,31011,"Três Pontas"
1693,MG,"Imbé de Minas",313055,31034,Caratinga
1694,MG,Inconfidentes,313060,31007,"Pouso Alegre"
1695,MG,Indaiabira,313065,31085,Taiobeiras
1696,MG,Indianópolis,313070,31075,"Uberlândia / Araguari"
1697,MG,Ingaí,313080,31004,Lavras
1698,MG,Inhapim,313090,31034,Caratinga
1699,MG,Inhaúma,313100,31024,"Sete Lagoas"
1700,MG,Inimutaba,313110,31019,Curvelo
1701,MG,Ipaba,313115,31037,Ipatinga
1702,MG,Ipanema,313120,31059,Manhuaçu
1703,MG,Ipatinga,313130,31037,Ipatinga
1704,MG,Ipiaçu,313140,31073,Ituiutaba
1705,MG,Ipuiúna,313150,31007,"Pouso Alegre"
1706,MG,"Iraí de Minas",313160,31074,"Patrocínio / Monte Carmelo"
1707,MG,Itabira,313170,31021,Itabira
1708,MG,Itabirinha,313180,31038,Mantena
1709,MG,Itabirito,313190,31022,"Ouro Preto"
1710,MG,Itacambira,313200,31084,"Montes Claros"
1711,MG,Itacarambi,313210,31053,Januária
1712,MG,Itaguara,313220,31031,Itaúna
1713,MG,Itaipé,313230,31067,"Padre Paraíso"
1714,MG,Itajubá,313240,31003,Itajubá
1715,MG,Itamarandiba,313250,31026,Diamantina
1716,MG,"Itamarati de Minas",313260,31044,"Leopoldina / Cataguases"
1717,MG,Itambacuri,313270,31096,Itambacuri
1718,MG,"Itambé do Mato Dentro",313280,31021,Itabira
1719,MG,Itamogi,313290,31009,"São Sebastião do Paraíso"
1720,MG,Itamonte,313300,31008,"São Lourenço"
1721,MG,Itanhandu,313310,31008,"São Lourenço"
1722,MG,Itanhomi,313320,31036,"Governador Valadares"
1723,MG,Itaobim,313330,31065,Itaobim
1724,MG,Itapagipe,313340,31071,"Frutal / Iturama"
1725,MG,Itapecerica,313350,31086,Divinópolis
1726,MG,Itapeva,313360,31007,"Pouso Alegre"
1727,MG,Itatiaiuçu,313370,31031,Itaúna
1728,MG,"Itaú de Minas",313375,31092,Passos
1729,MG,Itaúna,313380,31031,Itaúna
1730,MG,Itaverava,313390,31079,"Conselheiro Lafaiete"
1731,MG,Itinga,313400,31065,Itaobim
1732,MG,Itueta,313410,31040,Resplendor
1733,MG,Ituiutaba,313420,31073,Ituiutaba
1734,MG,Itumirim,313430,31004,Lavras
1735,MG,Iturama,313440,31071,"Frutal / Iturama"
1736,MG,Itutinga,313450,31004,Lavras
1737,MG,Jaboticatubas,313460,31016,"Belo Horizonte/ Nova Lima/ Caeté"
1738,MG,Jacinto,313470,31094,Almenara/Jacinto
1739,MG,Jacuí,313480,31009,"São Sebastião do Paraíso"
1740,MG,Jacutinga,313490,31007,"Pouso Alegre"
1741,MG,Jaguaraçu,313500,31035,"Coronel Fabriciano/Timóteo"
1742,MG,Jaíba,313505,31052,"Janaúba/Monte Azul"
1743,MG,Jampruca,313507,31036,"Governador Valadares"
1744,MG,Janaúba,313510,31052,"Janaúba/Monte Azul"
1745,MG,Januária,313520,31053,Januária
1746,MG,Japaraíba,313530,31087,"Lagoa da Prata/Sto Ant do Monte"
1747,MG,Japonvar,313535,31049,"Brasília de Minas/São Francisco"
1748,MG,Jeceaba,313540,31078,Congonhas
1749,MG,"Jenipapo de Minas",313545,31064,Araçuaí
1750,MG,Jequeri,313550,31060,"Ponte Nova"
1751,MG,Jequitaí,313560,31050,"Coração de Jesus"
1752,MG,Jequitibá,313570,31024,"Sete Lagoas"
1753,MG,Jequitinhonha,313580,31094,Almenara/Jacinto
1754,MG,Jesuânia,313590,31008,"São Lourenço"
1755,MG,Joaíma,313600,31094,Almenara/Jacinto
1756,MG,Joanésia,313610,31037,Ipatinga
1757,MG,"João Monlevade",313620,31023,"João Monlevade"
1758,MG,"João Pinheiro",313630,31077,"João Pinheiro"
1759,MG,"Joaquim Felício",313640,31083,Bocaiúva
1760,MG,Jordânia,313650,31094,Almenara/Jacinto
1761,MG,"José Gonçalves de Minas",313652,31027,"Turmalina/Minas Novas/Capelinha"
1762,MG,Josenópolis,313657,31051,"Francisco Sá"
1763,MG,"José Raydan",313655,31081,"Santa Maria do Suaçuí"
1764,MG,Juatuba,313665,31017,Betim
1765,MG,"Juiz de Fora",313670,31097,"Juiz de Fora"
1766,MG,Juramento,313680,31084,"Montes Claros"
1767,MG,Juruaia,313690,31002,Guaxupé
1768,MG,Juvenília,313695,31076,Manga
1769,MG,Ladainha,313700,31099,"Teófilo Otoni / Malacacheta"
1770,MG,Lagamar,313710,31057,"Patos de Minas"
1771,MG,"Lagoa da Prata",313720,31087,"Lagoa da Prata/Sto Ant do Monte"
1772,MG,"Lagoa dos Patos",313730,31050,"Coração de Jesus"
1773,MG,"Lagoa Dourada",313740,31015,"São João Del Rei"
1774,MG,"Lagoa Formosa",313750,31057,"Patos de Minas"
1775,MG,"Lagoa Grande",313753,31077,"João Pinheiro"
1776,MG,"Lagoa Santa",313760,31025,Vespasiano
1777,MG,Lajinha,313770,31059,Manhuaçu
1778,MG,Lambari,313780,31008,"São Lourenço"
1779,MG,Lamim,313790,31079,"Conselheiro Lafaiete"
1780,MG,Laranjal,313800,31044,"Leopoldina / Cataguases"
1781,MG,Lassance,313810,31055,Pirapora
1782,MG,Lavras,313820,31004,Lavras
1783,MG,"Leandro Ferreira",313830,31032,"Pará de Minas"
1784,MG,"Leme do Prado",313835,31027,"Turmalina/Minas Novas/Capelinha"
1785,MG,Leopoldina,313840,31044,"Leopoldina / Cataguases"
1786,MG,Liberdade,313850,31090,"Lima Duarte"
1787,MG,"Lima Duarte",313860,31090,"Lima Duarte"
1788,MG,"Limeira do Oeste",313862,31071,"Frutal / Iturama"
1789,MG,Lontra,313865,31049,"Brasília de Minas/São Francisco"
1790,MG,Luisburgo,313867,31059,Manhuaçu
1791,MG,Luislândia,313868,31049,"Brasília de Minas/São Francisco"
1792,MG,Luminárias,313870,31004,Lavras
1793,MG,Luz,313880,31028,"Bom Despacho"
1794,MG,Machacalis,313890,31062,"Águas Formosas"
1795,MG,Machado,313900,31001,"Alfenas / Machado"
1796,MG,"Madre de Deus de Minas",313910,31015,"São João Del Rei"
1797,MG,Malacacheta,313920,31099,"Teófilo Otoni / Malacacheta"
1798,MG,Mamonas,313925,31052,"Janaúba/Monte Azul"
1799,MG,Manga,313930,31076,Manga
1800,MG,Manhuaçu,313940,31059,Manhuaçu
1801,MG,Manhumirim,313950,31059,Manhuaçu
1802,MG,Mantena,313960,31038,Mantena
1803,MG,Maravilhas,313970,31024,"Sete Lagoas"
1804,MG,"Mar de Espanha",313980,31047,"São João Nepomuceno / bicas"
1805,MG,"Maria da Fé",313990,31003,Itajubá
1806,MG,Mariana,314000,31022,"Ouro Preto"
1807,MG,Marilac,314010,31036,"Governador Valadares"
1808,MG,"Mário Campos",314015,31017,Betim
1809,MG,"Maripá de Minas",314020,31047,"São João Nepomuceno / bicas"
1810,MG,Marliéria,314030,31035,"Coronel Fabriciano/Timóteo"
1811,MG,Marmelópolis,314040,31003,Itajubá
1812,MG,"Martinho Campos",314050,31028,"Bom Despacho"
1813,MG,"Martins Soares",314053,31059,Manhuaçu
1814,MG,"Mata Verde",314055,31094,Almenara/Jacinto
1815,MG,Materlândia,314060,31020,Guanhães
1816,MG,"Mateus Leme",314070,31017,Betim
1817,MG,"Mathias Lobato",317150,31036,"Governador Valadares"
1818,MG,"Matias Barbosa",314080,31097,"Juiz de Fora"
1819,MG,"Matias Cardoso",314085,31052,"Janaúba/Monte Azul"
1820,MG,Matipó,314090,31059,Manhuaçu
1821,MG,"Mato Verde",314100,31052,"Janaúba/Monte Azul"
1822,MG,Matozinhos,314110,31025,Vespasiano
1823,MG,Matutina,314120,31082,"São Gotardo"
1824,MG,Medeiros,314130,31030,Formiga
1825,MG,Medina,314140,31065,Itaobim
