,UF,Município,"Cód IBGE","Cód Região de Saúde","Nome da Região de Saúde"
4546,SC,Itapema,420830,42005,"Foz do Rio Itajaí"
4547,SC,Itapiranga,420840,42001,"Extremo Oeste"
4548,SC,Itapoá,420845,42011,Nordeste
4549,SC,Ituporanga,420850,42004,"Alto Vale do Itajaí"
4550,SC,Jaborá,420860,42008,"Meio Oeste"
4551,SC,"Jacinto Machado",420870,42014,"Extremo Sul Catarinense"
4552,SC,Jaguaruna,420880,42016,Laguna
4553,SC,"Jaraguá do Sul",420890,42017,"vale do itapocú"
4554,SC,Jardinópolis,420895,42002,Oeste
4555,SC,Joaçaba,420900,42008,"Meio Oeste"
4556,SC,Joinville,420910,42011,Nordeste
4557,SC,"José Boiteux",420915,42004,"Alto Vale do Itajaí"
4558,SC,Jupiá,420917,42003,Xanxerê
4559,SC,Lacerdópolis,420920,42008,"Meio Oeste"
4560,SC,Lages,420930,42013,"Serra Catarinense"
4561,SC,Laguna,420940,42016,Laguna
4562,SC,"Lajeado Grande",420945,42003,Xanxerê
4563,SC,Laurentino,420950,42004,"Alto Vale do Itajaí"
4564,SC,"Lauro Muller",420960,42015,Carbonífera
4565,SC,"Lebon Régis",420970,42009,"Alto Vale do Rio do Peixe"
4566,SC,"Leoberto Leal",420980,42007,"Grande Florianópolis"
4567,SC,"Lindóia do Sul",420985,42010,"Alto Uruguai Catarinense"
4568,SC,Lontras,420990,42004,"Alto Vale do Itajaí"
4569,SC,"Luiz Alves",421000,42005,"Foz do Rio Itajaí"
4570,SC,Luzerna,421003,42008,"Meio Oeste"
4571,SC,Macieira,421005,42009,"Alto Vale do Rio do Peixe"
4572,SC,Mafra,421010,42012,"Planalto Norte"
4573,SC,"Major Gercino",421020,42007,"Grande Florianópolis"
4574,SC,"Major Vieira",421030,42012,"Planalto Norte"
4575,SC,Maracajá,421040,42014,"Extremo Sul Catarinense"
4576,SC,Maravilha,421050,42001,"Extremo Oeste"
4577,SC,Marema,421055,42003,Xanxerê
4578,SC,Massaranduba,421060,42017,"vale do itapocú"
4579,SC,"Matos Costa",421070,42009,"Alto Vale do Rio do Peixe"
4580,SC,Meleiro,421080,42014,"Extremo Sul Catarinense"
4581,SC,"Mirim Doce",421085,42004,"Alto Vale do Itajaí"
4582,SC,Modelo,421090,42001,"Extremo Oeste"
4583,SC,Mondaí,421100,42001,"Extremo Oeste"
4584,SC,"Monte Carlo",421105,42008,"Meio Oeste"
4585,SC,"Monte Castelo",421110,42012,"Planalto Norte"
4586,SC,"Morro da Fumaça",421120,42015,Carbonífera
4587,SC,"Morro Grande",421125,42014,"Extremo Sul Catarinense"
4588,SC,Navegantes,421130,42005,"Foz do Rio Itajaí"
4589,SC,"Nova Erechim",421140,42002,Oeste
4590,SC,"Nova Itaberaba",421145,42002,Oeste
4591,SC,"Nova Trento",421150,42007,"Grande Florianópolis"
4592,SC,"Nova Veneza",421160,42015,Carbonífera
4593,SC,"Novo Horizonte",421165,42003,Xanxerê
4594,SC,Orleans,421170,42015,Carbonífera
4595,SC,"Otacílio Costa",421175,42013,"Serra Catarinense"
4596,SC,Ouro,421180,42008,"Meio Oeste"
4597,SC,"Ouro Verde",421185,42003,Xanxerê
4598,SC,Paial,421187,42002,Oeste
4599,SC,Painel,421189,42013,"Serra Catarinense"
4600,SC,Palhoça,421190,42007,"Grande Florianópolis"
4601,SC,"Palma Sola",421200,42001,"Extremo Oeste"
4602,SC,Palmeira,421205,42013,"Serra Catarinense"
4603,SC,Palmitos,421210,42002,Oeste
4604,SC,Papanduva,421220,42012,"Planalto Norte"
4605,SC,Paraíso,421223,42001,"Extremo Oeste"
4606,SC,"Passo de Torres",421225,42014,"Extremo Sul Catarinense"
4607,SC,"Passos Maia",421227,42003,Xanxerê
4608,SC,"Paulo Lopes",421230,42007,"Grande Florianópolis"
4609,SC,"Pedras Grandes",421240,42016,Laguna
4610,SC,Penha,421250,42005,"Foz do Rio Itajaí"
4611,SC,Peritiba,421260,42010,"Alto Uruguai Catarinense"
4612,SC,"Pescaria Brava",421265,42016,Laguna
4613,SC,Petrolândia,421270,42004,"Alto Vale do Itajaí"
4614,SC,Pinhalzinho,421290,42002,Oeste
4615,SC,"Pinheiro Preto",421300,42009,"Alto Vale do Rio do Peixe"
4616,SC,Piratuba,421310,42010,"Alto Uruguai Catarinense"
4617,SC,"Planalto Alegre",421315,42002,Oeste
4618,SC,Pomerode,421320,42006,"Médio Vale do Itajaí"
4619,SC,"Ponte Alta",421330,42013,"Serra Catarinense"
4620,SC,"Ponte Alta do Norte",421335,42009,"Alto Vale do Rio do Peixe"
4621,SC,"Ponte Serrada",421340,42003,Xanxerê
4622,SC,"Porto Belo",421350,42005,"Foz do Rio Itajaí"
4623,SC,"Porto União",421360,42012,"Planalto Norte"
4624,SC,"Pouso Redondo",421370,42004,"Alto Vale do Itajaí"
4625,SC,"Praia Grande",421380,42014,"Extremo Sul Catarinense"
4626,SC,"Presidente Castello Branco",421390,42010,"Alto Uruguai Catarinense"
4627,SC,"Presidente Getúlio",421400,42004,"Alto Vale do Itajaí"
4628,SC,"Presidente Nereu",421410,42004,"Alto Vale do Itajaí"
4629,SC,Princesa,421415,42001,"Extremo Oeste"
4630,SC,Quilombo,421420,42002,Oeste
4631,SC,"Rancho Queimado",421430,42007,"Grande Florianópolis"
4632,SC,"Rio das Antas",421440,42009,"Alto Vale do Rio do Peixe"
4633,SC,"Rio do Campo",421450,42004,"Alto Vale do Itajaí"
4634,SC,"Rio do Oeste",421460,42004,"Alto Vale do Itajaí"
4635,SC,"Rio dos Cedros",421470,42006,"Médio Vale do Itajaí"
4636,SC,"Rio do Sul",421480,42004,"Alto Vale do Itajaí"
4637,SC,"Rio Fortuna",421490,42016,Laguna
4638,SC,"Rio Negrinho",421500,42012,"Planalto Norte"
4639,SC,"Rio Rufino",421505,42013,"Serra Catarinense"
4640,SC,Riqueza,421507,42002,Oeste
4641,SC,Rodeio,421510,42006,"Médio Vale do Itajaí"
4642,SC,Romelândia,421520,42001,"Extremo Oeste"
4643,SC,Salete,421530,42004,"Alto Vale do Itajaí"
4644,SC,Saltinho,421535,42001,"Extremo Oeste"
4645,SC,"Salto Veloso",421540,42009,"Alto Vale do Rio do Peixe"
4646,SC,Sangão,421545,42016,Laguna
4647,SC,"Santa Cecília",421550,42009,"Alto Vale do Rio do Peixe"
4648,SC,"Santa Helena",421555,42001,"Extremo Oeste"
4649,SC,"Santa Rosa de Lima",421560,42016,Laguna
4650,SC,"Santa Rosa do Sul",421565,42014,"Extremo Sul Catarinense"
4651,SC,"Santa Terezinha",421567,42004,"Alto Vale do Itajaí"
4652,SC,"Santa Terezinha do Progresso",421568,42001,"Extremo Oeste"
4653,SC,"Santiago do Sul",421569,42002,Oeste
4654,SC,"Santo Amaro da Imperatriz",421570,42007,"Grande Florianópolis"
4655,SC,"São Bento do Sul",421580,42012,"Planalto Norte"
4656,SC,"São Bernardino",421575,42003,Xanxerê
4657,SC,"São Bonifácio",421590,42007,"Grande Florianópolis"
4658,SC,"São Carlos",421600,42002,Oeste
4659,SC,"São Cristovão do Sul",421605,42009,"Alto Vale do Rio do Peixe"
4660,SC,"São Domingos",421610,42003,Xanxerê
4661,SC,"São Francisco do Sul",421620,42011,Nordeste
4662,SC,"São João Batista",421630,42007,"Grande Florianópolis"
4663,SC,"São João do Itaperiú",421635,42017,"vale do itapocú"
4664,SC,"São João do Oeste",421625,42001,"Extremo Oeste"
4665,SC,"São João do Sul",421640,42014,"Extremo Sul Catarinense"
4666,SC,"São Joaquim",421650,42013,"Serra Catarinense"
4667,SC,"São José",421660,42007,"Grande Florianópolis"
4668,SC,"São José do Cedro",421670,42001,"Extremo Oeste"
4669,SC,"São José do Cerrito",421680,42013,"Serra Catarinense"
4670,SC,"São Lourenço do Oeste",421690,42003,Xanxerê
4671,SC,"São Ludgero",421700,42016,Laguna
4672,SC,"São Martinho",421710,42016,Laguna
4673,SC,"São Miguel da Boa Vista",421715,42001,"Extremo Oeste"
4674,SC,"São Miguel do Oeste",421720,42001,"Extremo Oeste"
4675,SC,"São Pedro de Alcântara",421725,42007,"Grande Florianópolis"
4676,SC,Saudades,421730,42001,"Extremo Oeste"
4677,SC,Schroeder,421740,42017,"vale do itapocú"
4678,SC,Seara,421750,42010,"Alto Uruguai Catarinense"
4679,SC,"Serra Alta",421755,42002,Oeste
4680,SC,Siderópolis,421760,42015,Carbonífera
4681,SC,Sombrio,421770,42014,"Extremo Sul Catarinense"
4682,SC,"Sul Brasil",421775,42002,Oeste
4683,SC,Taió,421780,42004,"Alto Vale do Itajaí"
4684,SC,Tangará,421790,42009,"Alto Vale do Rio do Peixe"
4685,SC,Tigrinhos,421795,42001,"Extremo Oeste"
4686,SC,Tijucas,421800,42007,"Grande Florianópolis"
4687,SC,"Timbé do Sul",421810,42014,"Extremo Sul Catarinense"
4688,SC,Timbó,421820,42006,"Médio Vale do Itajaí"
4689,SC,"Timbó Grande",421825,42009,"Alto Vale do Rio do Peixe"
4690,SC,"Três Barras",421830,42012,"Planalto Norte"
4691,SC,Treviso,421835,42015,Carbonífera
4692,SC,"Treze de Maio",421840,42016,Laguna
4693,SC,"Treze Tílias",421850,42008,"Meio Oeste"
4694,SC,"Trombudo Central",421860,42004,"Alto Vale do Itajaí"
4695,SC,Tubarão,421870,42016,Laguna
4696,SC,Tunápolis,421875,42001,"Extremo Oeste"
4697,SC,Turvo,421880,42014,"Extremo Sul Catarinense"
4698,SC,"União do Oeste",421885,42002,Oeste
4699,SC,Urubici,421890,42013,"Serra Catarinense"
4700,SC,Urupema,421895,42013,"Serra Catarinense"
4701,SC,Urussanga,421900,42015,Carbonífera
4702,SC,Vargeão,421910,42003,Xanxerê
4703,SC,Vargem,421915,42008,"Meio Oeste"
4704,SC,"Vargem Bonita",421917,42008,"Meio Oeste"
4705,SC,"Vidal Ramos",421920,42004,"Alto Vale do Itajaí"
4706,SC,Videira,421930,42009,"Alto Vale do Rio do Peixe"
4707,SC,"Vitor Meireles",421935,42004,"Alto Vale do Itajaí"
4708,SC,Witmarsum,421940,42004,"Alto Vale do Itajaí"
4709,SC,Xanxerê,421950,42003,Xanxerê
4710,SC,Xavantina,421960,42010,"Alto Uruguai Catarinense"
4711,SC,Xaxim,421970,42003,Xanxerê
4712,SC,Zortéa,421985,42008,"Meio Oeste"
4713,SE,"Amparo de São Francisco",280010,28007,Propriá
4714,SE,Aquidabã,280020,28007,Propriá
4715,SE,Aracaju,280030,28001,Aracaju
4716,SE,Arauá,280040,28002,Estância
4717,SE,"Areia Branca",280050,28003,Itabaiana
4718,SE,"Barra dos Coqueiros",280060,28001,Aracaju
4719,SE,Boquim,280067,28002,Estância
4720,SE,"Brejo Grande",280070,28007,Propriá
4721,SE,"Campo do Brito",280100,28003,Itabaiana
4722,SE,Canhoba,280110,28007,Propriá
4723,SE,"Canindé de São Francisco",280120,28005,"Nossa Senhora da Glória"
4724,SE,Capela,280130,28006,"Nossa Senhora do Socorro"
4725,SE,Carira,280140,28003,Itabaiana
4726,SE,Carmópolis,280150,28006,"Nossa Senhora do Socorro"
4727,SE,"Cedro de São João",280160,28007,Propriá
4728,SE,Cristinápolis,280170,28002,Estância
4729,SE,Cumbe,280190,28006,"Nossa Senhora do Socorro"
4730,SE,"Divina Pastora",280200,28001,Aracaju
4731,SE,Estância,280210,28002,Estância
4732,SE,"Feira Nova",280220,28005,"Nossa Senhora da Glória"
4733,SE,"Frei Paulo",280230,28003,Itabaiana
4734,SE,Gararu,280240,28005,"Nossa Senhora da Glória"
4735,SE,"General Maynard",280250,28006,"Nossa Senhora do Socorro"
4736,SE,"Gracho Cardoso",280260,28005,"Nossa Senhora da Glória"
4737,SE,"Ilha das Flores",280270,28007,Propriá
4738,SE,Indiaroba,280280,28002,Estância
4739,SE,Itabaiana,280290,28003,Itabaiana
4740,SE,Itabaianinha,280300,28002,Estância
4741,SE,Itabi,280310,28005,"Nossa Senhora da Glória"
4742,SE,"Itaporanga d'Ajuda",280320,28001,Aracaju
4743,SE,Japaratuba,280330,28006,"Nossa Senhora do Socorro"
4744,SE,Japoatã,280340,28007,Propriá
4745,SE,Lagarto,280350,28004,Lagarto
4746,SE,Laranjeiras,280360,28001,Aracaju
4747,SE,Macambira,280370,28003,Itabaiana
4748,SE,"Malhada dos Bois",280380,28007,Propriá
4749,SE,Malhador,280390,28003,Itabaiana
4750,SE,Maruim,280400,28006,"Nossa Senhora do Socorro"
4751,SE,"Moita Bonita",280410,28003,Itabaiana
4752,SE,"Monte Alegre de Sergipe",280420,28005,"Nossa Senhora da Glória"
4753,SE,Muribeca,280430,28007,Propriá
4754,SE,Neópolis,280440,28007,Propriá
4755,SE,"Nossa Senhora Aparecida",280445,28003,Itabaiana
4756,SE,"Nossa Senhora da Glória",280450,28005,"Nossa Senhora da Glória"
4757,SE,"Nossa Senhora das Dores",280460,28006,"Nossa Senhora do Socorro"
4758,SE,"Nossa Senhora de Lourdes",280470,28007,Propriá
4759,SE,"Nossa Senhora do Socorro",280480,28006,"Nossa Senhora do Socorro"
4760,SE,Pacatuba,280490,28007,Propriá
4761,SE,"Pedra Mole",280500,28003,Itabaiana
4762,SE,Pedrinhas,280510,28002,Estância
4763,SE,Pinhão,280520,28003,Itabaiana
4764,SE,Pirambu,280530,28006,"Nossa Senhora do Socorro"
4765,SE,"Poço Redondo",280540,28005,"Nossa Senhora da Glória"
4766,SE,"Poço Verde",280550,28004,Lagarto
4767,SE,"Porto da Folha",280560,28005,"Nossa Senhora da Glória"
4768,SE,Propriá,280570,28007,Propriá
4769,SE,"Riachão do Dantas",280580,28004,Lagarto
4770,SE,Riachuelo,280590,28001,Aracaju
4771,SE,Ribeirópolis,280600,28003,Itabaiana
4772,SE,"Rosário do Catete",280610,28006,"Nossa Senhora do Socorro"
4773,SE,Salgado,280620,28004,Lagarto
4774,SE,"Santa Luzia do Itanhy",280630,28002,Estância
4775,SE,"Santana do São Francisco",280640,28007,Propriá
4776,SE,"Santa Rosa de Lima",280650,28001,Aracaju
4777,SE,"Santo Amaro das Brotas",280660,28006,"Nossa Senhora do Socorro"
4778,SE,"São Cristóvão",280670,28001,Aracaju
4779,SE,"São Domingos",280680,28003,Itabaiana
4780,SE,"São Francisco",280690,28007,Propriá
4781,SE,"São Miguel do Aleixo",280700,28003,Itabaiana
4782,SE,"Simão Dias",280710,28004,Lagarto
4783,SE,Siriri,280720,28006,"Nossa Senhora do Socorro"
4784,SE,Telha,280730,28007,Propriá
4785,SE,"Tobias Barreto",280740,28004,Lagarto
4786,SE,"Tomar do Geru",280750,28002,Estância
4787,SE,Umbaúba,280760,28002,Estância
4788,SP,Adamantina,350010,35091,Adamantina
4789,SP,Adolfo,350020,35156,"José Bonifácio"
4790,SP,Aguaí,350030,35142,Mantiqueira
4791,SP,"Águas da Prata",350040,35142,Mantiqueira
4792,SP,"Águas de Lindóia",350050,35074,"Circuito das Águas"
4793,SP,"Águas de Santa Bárbara",350055,35061,"Vale do Jurumirim"
4794,SP,"Águas de São Pedro",350060,35103,Piracicaba
4795,SP,Agudos,350070,35062,Bauru
4796,SP,Alambari,350075,35161,Itapetininga
4797,SP,"Alfredo Marcondes",350080,35112,"Alta Sorocabana"
4798,SP,Altair,350090,35051,"Norte - Barretos"
4799,SP,Altinópolis,350100,35133,"Vale das Cachoeiras"
4800,SP,"Alto Alegre",350110,35023,"Consórcios do DRS II"
4801,SP,Alumínio,350115,35163,Sorocaba
4802,SP,"Álvares Florence",350120,35157,Votuporanga
4803,SP,"Álvares Machado",350130,35112,"Alta Sorocabana"
4804,SP,"Álvaro de Carvalho",350140,35093,Marília
4805,SP,Alvinlândia,350150,35093,Marília
4806,SP,Americana,350160,35072,"Região Metropolitana de Campinas"
4807,SP,"Américo Brasiliense",350170,35031,"Central do DRS III"
4808,SP,"Américo de Campos",350180,35157,Votuporanga
4809,SP,Amparo,350190,35074,"Circuito das Águas"
4810,SP,Analândia,350200,35104,"Rio Claro"
4811,SP,Andradina,350210,35022,"Lagos do DRS II"
4812,SP,Angatuba,350220,35161,Itapetininga
4813,SP,Anhembi,350230,35063,"Polo Cuesta"
4814,SP,Anhumas,350240,35112,"Alta Sorocabana"
4815,SP,Aparecida,350250,35172,"Circuito da Fé e Vale Histórico"
4816,SP,"Aparecida d'Oeste",350260,35153,Jales
4817,SP,Apiaí,350270,35162,Itapeva
4818,SP,Araçariguama,350275,35163,Sorocaba
4819,SP,Araçatuba,350280,35021,"Central do DRS II"
4820,SP,"Araçoiaba da Serra",350290,35163,Sorocaba
4821,SP,Aramina,350300,35083,"Alta Mogiana"
4822,SP,Arandu,350310,35061,"Vale do Jurumirim"
4823,SP,Arapeí,350315,35172,"Circuito da Fé e Vale Histórico"
4824,SP,Araraquara,350320,35031,"Central do DRS III"
4825,SP,Araras,350330,35101,Araras
4826,SP,Arco-Íris,350335,35095,Tupã
4827,SP,Arealva,350340,35062,Bauru
4828,SP,Areias,350350,35172,"Circuito da Fé e Vale Histórico"
4829,SP,Areiópolis,350360,35063,"Polo Cuesta"
4830,SP,Ariranha,350370,35151,Catanduva
4831,SP,"Artur Nogueira",350380,35072,"Região Metropolitana de Campinas"
4832,SP,Arujá,350390,35011,"Alto do Tietê"
4833,SP,Aspásia,350395,35153,Jales
4834,SP,Assis,350400,35092,Assis
4835,SP,Atibaia,350410,35071,Bragança
4836,SP,Auriflama,350420,35021,"Central do DRS II"
4837,SP,Avaí,350430,35062,Bauru
4838,SP,Avanhandava,350440,35023,"Consórcios do DRS II"
4839,SP,Avaré,350450,35061,"Vale do Jurumirim"
4840,SP,"Bady Bassitt",350460,35155,"São José do Rio Preto"
4841,SP,Balbinos,350470,35062,Bauru
4842,SP,Bálsamo,350480,35155,"São José do Rio Preto"
4843,SP,Bananal,350490,35172,"Circuito da Fé e Vale Histórico"
4844,SP,"Barão de Antonina",350500,35061,"Vale do Jurumirim"
4845,SP,Barbosa,350510,35023,"Consórcios do DRS II"
4846,SP,Bariri,350520,35064,Jaú
4847,SP,"Barra Bonita",350530,35064,Jaú
4848,SP,"Barra do Chapéu",350535,35162,Itapeva
4849,SP,"Barra do Turvo",350540,35121,"Vale do Ribeira"
4850,SP,Barretos,350550,35051,"Norte - Barretos"
4851,SP,Barrinha,350560,35131,"Horizonte Verde"
4852,SP,Barueri,350570,35014,"Rota dos Bandeirantes"
4853,SP,Bastos,350580,35095,Tupã
4854,SP,Batatais,350590,35133,"Vale das Cachoeiras"
4855,SP,Bauru,350600,35062,Bauru
4856,SP,Bebedouro,350610,35052,"Sul - Barretos"
4857,SP,"Bento de Abreu",350620,35021,"Central do DRS II"
4858,SP,"Bernardino de Campos",350630,35094,Ourinhos
4859,SP,Bertioga,350635,35041,"Baixada Santista"
4860,SP,Bilac,350640,35021,"Central do DRS II"
4861,SP,Birigui,350650,35023,"Consórcios do DRS II"
4862,SP,Biritiba-Mirim,350660,35011,"Alto do Tietê"
4863,SP,"Boa Esperança do Sul",350670,35031,"Central do DRS III"
4864,SP,Bocaina,350680,35064,Jaú
4865,SP,Bofete,350690,35063,"Polo Cuesta"
4866,SP,Boituva,350700,35163,Sorocaba
4867,SP,"Bom Jesus dos Perdões",350710,35071,Bragança
4868,SP,"Bom Sucesso de Itararé",350715,35162,Itapeva
4869,SP,Borá,350720,35092,Assis
4870,SP,Boracéia,350730,35064,Jaú
4871,SP,Borborema,350740,35032,"Centro Oeste do DRS III"
4872,SP,Borebi,350745,35062,Bauru
4873,SP,Botucatu,350750,35063,"Polo Cuesta"
4874,SP,"Bragança Paulista",350760,35071,Bragança
4875,SP,Braúna,350770,35023,"Consórcios do DRS II"
4876,SP,"Brejo Alegre",350775,35023,"Consórcios do DRS II"
4877,SP,Brodowski,350780,35133,"Vale das Cachoeiras"
4878,SP,Brotas,350790,35064,Jaú
4879,SP,Buri,350800,35162,Itapeva
4880,SP,Buritama,350810,35023,"Consórcios do DRS II"
4881,SP,Buritizal,350820,35083,"Alta Mogiana"
4882,SP,"Cabrália Paulista",350830,35062,Bauru
4883,SP,Cabreúva,350840,35073,Jundiaí
4884,SP,Caçapava,350850,35171,"Alto Vale do Paraíba"
4885,SP,"Cachoeira Paulista",350860,35172,"Circuito da Fé e Vale Histórico"
4886,SP,Caconde,350870,35143,"Rio Pardo"
4887,SP,Cafelândia,350880,35065,Lins
4888,SP,Caiabu,350890,35112,"Alta Sorocabana"
4889,SP,Caieiras,350900,35012,"Franco da Rocha"
4890,SP,Caiuá,350910,35114,"Extremo Oeste Paulista"
4891,SP,Cajamar,350920,35012,"Franco da Rocha"
4892,SP,Cajati,350925,35121,"Vale do Ribeira"
4893,SP,Cajobi,350930,35051,"Norte - Barretos"
4894,SP,Cajuru,350940,35133,"Vale das Cachoeiras"
4895,SP,"Campina do Monte Alegre",350945,35161,Itapetininga
4896,SP,Campinas,350950,35072,"Região Metropolitana de Campinas"
4897,SP,"Campo Limpo Paulista",350960,35073,Jundiaí
4898,SP,"Campos do Jordão",350970,35174,"Vale do Paraíba/Região Serrana"
4899,SP,"Campos Novos Paulista",350980,35093,Marília
4900,SP,Cananéia,350990,35121,"Vale do Ribeira"
4901,SP,Canas,350995,35172,"Circuito da Fé e Vale Histórico"
4902,SP,"Cândido Mota",351000,35092,Assis
4903,SP,"Cândido Rodrigues",351010,35033,"Norte do DRS III"
4904,SP,Canitar,351015,35094,Ourinhos
4905,SP,"Capão Bonito",351020,35161,Itapetininga
4906,SP,"Capela do Alto",351030,35163,Sorocaba
4907,SP,Capivari,351040,35103,Piracicaba
4908,SP,Caraguatatuba,351050,35173,"Litoral Norte"
4909,SP,Carapicuíba,351060,35014,"Rota dos Bandeirantes"
4910,SP,Cardoso,351070,35157,Votuporanga
4911,SP,"Casa Branca",351080,35143,"Rio Pardo"
4912,SP,"Cássia dos Coqueiros",351090,35133,"Vale das Cachoeiras"
4913,SP,Castilho,351100,35022,"Lagos do DRS II"
4914,SP,Catanduva,351110,35151,Catanduva
4915,SP,Catiguá,351120,35151,Catanduva
4916,SP,Cedral,351130,35155,"São José do Rio Preto"
4917,SP,"Cerqueira César",351140,35061,"Vale do Jurumirim"
4918,SP,Cerquilho,351150,35161,Itapetininga
4919,SP,"Cesário Lange",351160,35161,Itapetininga
4920,SP,Charqueada,351170,35103,Piracicaba
4921,SP,Chavantes,355720,35094,Ourinhos
4922,SP,Clementina,351190,35023,"Consórcios do DRS II"
4923,SP,Colina,351200,35051,"Norte - Barretos"
4924,SP,Colômbia,351210,35051,"Norte - Barretos"
4925,SP,Conchal,351220,35101,Araras
4926,SP,Conchas,351230,35063,"Polo Cuesta"
4927,SP,Cordeirópolis,351240,35102,Limeira
4928,SP,Coroados,351250,35023,"Consórcios do DRS II"
4929,SP,"Coronel Macedo",351260,35061,"Vale do Jurumirim"
4930,SP,Corumbataí,351270,35104,"Rio Claro"
4931,SP,Cosmópolis,351280,35072,"Região Metropolitana de Campinas"
4932,SP,Cosmorama,351290,35157,Votuporanga
4933,SP,Cotia,351300,35013,Mananciais
4934,SP,Cravinhos,351310,35132,"Aquífero Guarani"
4935,SP,"Cristais Paulista",351320,35081,"Três Colinas"
4936,SP,Cruzália,351330,35092,Assis
4937,SP,Cruzeiro,351340,35172,"Circuito da Fé e Vale Histórico"
4938,SP,Cubatão,351350,35041,"Baixada Santista"
4939,SP,Cunha,351360,35172,"Circuito da Fé e Vale Histórico"
4940,SP,Descalvado,351370,35034,"Coração do DRS III"
4941,SP,Diadema,351380,35015,"Grande ABC"
4942,SP,"Dirce Reis",351385,35153,Jales
4943,SP,Divinolândia,351390,35143,"Rio Pardo"
4944,SP,Dobrada,351400,35033,"Norte do DRS III"
4945,SP,"Dois Córregos",351410,35064,Jaú
4946,SP,Dolcinópolis,351420,35153,Jales
4947,SP,Dourado,351430,35034,"Coração do DRS III"
4948,SP,Dracena,351440,35111,"Alta Paulista"
4949,SP,Duartina,351450,35062,Bauru
4950,SP,Dumont,351460,35131,"Horizonte Verde"
4951,SP,Echaporã,351470,35093,Marília
4952,SP,Eldorado,351480,35121,"Vale do Ribeira"
4953,SP,"Elias Fausto",351490,35103,Piracicaba
4954,SP,Elisiário,351492,35151,Catanduva
4955,SP,Embaúba,351495,35151,Catanduva
4956,SP,"Embu das Artes",351500,35013,Mananciais
4957,SP,Embu-Guaçu,351510,35013,Mananciais
4958,SP,Emilianópolis,351512,35112,"Alta Sorocabana"
4959,SP,"Engenheiro Coelho",351515,35102,Limeira
4960,SP,"Espírito Santo do Pinhal",351518,35142,Mantiqueira
4961,SP,"Espírito Santo do Turvo",351519,35094,Ourinhos
4962,SP,"Estiva Gerbi",355730,35141,"Baixa Mogiana"
4963,SP,"Estrela d'Oeste",351520,35154,Fernandópolis
4964,SP,"Estrela do Norte",351530,35112,"Alta Sorocabana"
4965,SP,"Euclides da Cunha Paulista",351535,35115,"Pontal do Paranapanema"
4966,SP,Fartura,351540,35061,"Vale do Jurumirim"
4967,SP,Fernandópolis,351550,35154,Fernandópolis
4968,SP,"Fernando Prestes",351560,35151,Catanduva
4969,SP,Fernão,351565,35093,Marília
4970,SP,"Ferraz de Vasconcelos",351570,35011,"Alto do Tietê"
4971,SP,"Flora Rica",351580,35111,"Alta Paulista"
4972,SP,Floreal,351590,35157,Votuporanga
4973,SP,"Flórida Paulista",351600,35091,Adamantina
4974,SP,Florínia,351610,35092,Assis
4975,SP,Franca,351620,35081,"Três Colinas"
4976,SP,"Francisco Morato",351630,35012,"Franco da Rocha"
4977,SP,"Franco da Rocha",351640,35012,"Franco da Rocha"
4978,SP,"Gabriel Monteiro",351650,35023,"Consórcios do DRS II"
4979,SP,Gália,351660,35093,Marília
4980,SP,Garça,351670,35093,Marília
4981,SP,"Gastão Vidigal",351680,35157,Votuporanga
4982,SP,"Gavião Peixoto",351685,35031,"Central do DRS III"
4983,SP,"General Salgado",351690,35157,Votuporanga
4984,SP,Getulina,351700,35065,Lins
4985,SP,Glicério,351710,35023,"Consórcios do DRS II"
4986,SP,Guaiçara,351720,35065,Lins
4987,SP,Guaimbê,351730,35093,Marília
4988,SP,Guaíra,351740,35051,"Norte - Barretos"
4989,SP,Guapiaçu,351750,35155,"São José do Rio Preto"
4990,SP,Guapiara,351760,35162,Itapeva
4991,SP,Guará,351770,35083,"Alta Mogiana"
4992,SP,Guaraçaí,351780,35022,"Lagos do DRS II"
4993,SP,Guaraci,351790,35051,"Norte - Barretos"
4994,SP,"Guarani d'Oeste",351800,35154,Fernandópolis
4995,SP,Guarantã,351810,35093,Marília
4996,SP,Guararapes,351820,35021,"Central do DRS II"
4997,SP,Guararema,351830,35011,"Alto do Tietê"
4998,SP,Guaratinguetá,351840,35172,"Circuito da Fé e Vale Histórico"
4999,SP,Guareí,351850,35161,Itapetininga
5000,SP,Guariba,351860,35131,"Horizonte Verde"
5001,SP,Guarujá,351870,35041,"Baixada Santista"
5002,SP,Guarulhos,351880,35011,"Alto do Tietê"
5003,SP,Guatapará,351885,35132,"Aquífero Guarani"
5004,SP,Guzolândia,351890,35021,"Central do DRS II"
5005,SP,Herculândia,351900,35095,Tupã
5006,SP,Holambra,351905,35072,"Região Metropolitana de Campinas"
5007,SP,Hortolândia,351907,35072,"Região Metropolitana de Campinas"
5008,SP,Iacanga,351910,35062,Bauru
5009,SP,Iacri,351920,35095,Tupã
5010,SP,Iaras,351925,35061,"Vale do Jurumirim"
5011,SP,Ibaté,351930,35034,"Coração do DRS III"
5012,SP,Ibirá,351940,35155,"São José do Rio Preto"
5013,SP,Ibirarema,351950,35094,Ourinhos
5014,SP,Ibitinga,351960,35032,"Centro Oeste do DRS III"
5015,SP,Ibiúna,351970,35163,Sorocaba
5016,SP,Icém,351980,35155,"São José do Rio Preto"
5017,SP,Iepê,351990,35113,"Alto Capivari"
